CONFIG,TYPE,OWNER,NOTE,6763_64,6739,6739_64,6771,6771_64,6768,6768_64,6785,6785_64,6885,6885_64,6886,6886_64
CONFIG_MTK_SVP_DISABLE_SODI,PROJECT,tryout.chen,,,,,,,,,,,,,,
CONFIG_MTK_SVP_RAM_SIZE,PROJECT,tehsin.lin,new config in this commit 127c1a282ad9be25750ea4a3fb5b64324301b7f3,,,,,,,,,,,,,
CONFIG_MTK_SWCHR_SUPPORT,PLATFORM,elvin.lin,,y,y,X,y,y,X,X,X,X,X,X,X,X
CONFIG_MTK_SWPM,PLATFORM,brian-sy.yang,,X,X,y,X,X,y,y,y,y,X,X,X,X
CONFIG_MTK_SYNC,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SYSENV,PROJECT,ying.jiang,,,,,,,,,,,,,,
CONFIG_MTK_TASK_TURBO,PROJECT,Jian-Min Liu,new config in this commit 40c03ca963d9e33a1c54a57f50239a80bc2ca766,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_TC1_FEATURE,PROJECT,teddy.seo,,,,,,,,,,,,,,
CONFIG_MTK_TEE_GP_SUPPORT,PROJECT,fy.yang,,,,,,,,,,,,,,
CONFIG_MTK_THERMAL_PA_VIA_ATCMD,PROJECT,ethan.chang,,,,,,,,,,,,,,
CONFIG_MTK_TILTDETECTHUB,PROJECT,weiqi.fu,,,,,,,,,,,,,,
CONFIG_MTK_TIMER_TIMESYNC,COMMON,chang-an.chen,timer,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_TINYSYS_MCUPM_SUPPORT,PROJECT,rogercl.yang,new config in this commit a71f48f842e99476badeb8ff6699fb54062f5f54,X,X,X,X,X,X,X,X,X,O,O,X,X
CONFIG_MTK_TINYSYS_SCP_SUPPORT,PROJECT,ts.kuo,new config in this commit a093c6e6d759ab57ff80b7553294c2a02c04a522,,,,,,,,,,,,,
CONFIG_MTK_TINYSYS_SSPM_SUPPORT,PLATFORM,jiachiam.liu,new config in this commit 0882fbfb410389a677423c4418d05ccf72744111,y,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_TLC_NAND_SUPPORT,PROJECT,chienwei.chang,TLC nand project only,,,,,,,,,,,,,
CONFIG_MTK_TRUSTONIC_TEE_DEBUGFS,USER;PROJECT,tryout.chen,,,,,,,,,,,,,,
CONFIG_MTK_TRUSTY_DEBUGFS,USER;PROJECT,vink.shen,,,,,,,,,,,,,,
CONFIG_MTK_TUI_RAM_SIZE,PROJECT,tehsin.lin,new config in this commit 127c1a282ad9be25750ea4a3fb5b64324301b7f3,,,,,,,,,,,,,
CONFIG_MTK_TYPEC_WATER_DETECT,PROJECT,elvin.lin,,,,,,,,,,,,,,
CONFIG_MTK_TYPEC_WATER_DETECT_BY_PCB,PROJECT,elvin.lin,,,,,,,,,,,,,,
CONFIG_MTK_UAC_POWER_SAVING,PROJECT,eddie.hung,,,,,,,,,,,,,,
CONFIG_MTK_UART_USB_SWITCH,PROJECT,yu-chang.wang,,,,,,,,,,,,,,
CONFIG_MTK_UFOZIP,PROJECT,Chinwen.Chang,,,,,,,,,,,,,,
CONFIG_MTK_UFS_SUPPORT,PROJECT,chun-hung.wu,new config in this commit 6c0e95524c592fe1b6fe1b2b10a066b5b1406f50,,,,,,,,,,,,,
CONFIG_MTK_UNCALI_ACCHUB,PROJECT,zhichao.liu,,,,,,,,,,,,,,
CONFIG_MTK_UNCALI_GYROHUB,PROJECT,weiqi.fu,new config in this commit 6cf72299191fe832dffff96cd9233bcf981b52a0,,,,,,,,,,,,,
CONFIG_MTK_UNCALI_MAGHUB,PROJECT,weiqi.fu,new config in this commit 6cf72299191fe832dffff96cd9233bcf981b52a0,,,,,,,,,,,,,
CONFIG_MTK_UNIFY_POWER,PLATFORM,charles.yang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_USB_TYPEC_U3_MUX,PROJECT,Eddie.Hung,,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_USB2JTAG_SUPPORT,PLATFORM,shun-chih.yu,only D1 support,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_USE_RESERVED_EXT_MEM,USER;PROJECT,chunhui.li,gmo project config,,,,,,,,,,,,,
CONFIG_MTK_VIBRATOR,COMMON,chang-an.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_VIDEOCODEC_DRIVER,COMMON,Tofar.Huang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_VIDEOX,PLATFORM,Tai-Hua.Tseng,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_VOW_BARGE_IN_SUPPORT,PROJECT,che-jui.chang,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_VOW_DUAL_MIC_SUPPORT,PROJECT,che-jui.chang,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_VOW_2E2K_SUPPORT,PROJECT,che-jui.chang,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_VOW_SUPPORT,PROJECT,che-jui.chang,new config in this commit a98a2d4db76d5afef19676fe44e8eb2375f44543,,,,,,,,,,,,,
CONFIG_MTK_VPU_SUPPORT,PROJECT,perry.hsu,,,,,,,,,,,,,,
CONFIG_MTK_VPU_SUPPORT_DEBUG,PROJECT,perry.hsu,,,,,,,,,,,,,,
CONFIG_MTK_WAKEHUB,PROJECT,qiangming.xia,,,,,,,,,,,,,,
CONFIG_MTK_WAPI_SUPPORT,PROJECT,zhiguo.niu,,,,,,,,,,,,,,
CONFIG_MTK_WATCHDOG_COMMON,PLATFORM,zh.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_WATCHDOG_COMMON_V2,PLATFORM,zh.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_WATCHPOINT,PLATFORM,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_WD_KICKER,PROJECT,stanley.chu,new config in this commit bef1322ef6b9288ce5727689a16fdfe19412cec3,,,,,,,,,,,,,
CONFIG_MTK_WQ_DEBUG,USER,andress.kuo,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_MTK_YAS532_NEW,PROJECT,lomen.wu,new config in this commit 4486d5ee565d38da91ef65fd3918a57aaa5263f2,,,,,,,,,,,,,
CONFIG_MTPROF,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MU3_PHY,PROJECT,yu-chang.wang,USB related,X,X,O,y,y,X,X,O,O,O,O,O,O
CONFIG_MULTIUSER                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NAMESPACES,PROJECT,miles.lin,Need to enable or modify this option according to https://github.com/google/syzkaller/blob/master/docs/linux/kernel_configs.md,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_NANOHUB,PROJECT,gaia.chang,,,,,,,,,,,,,,
CONFIG_NANOHUB_MTK_IPI,PROJECT,gaia.chang,,,,,,,,,,,,,,
CONFIG_NEON,PLATFORM,,,X,y,X,y,X,y,X,y,X,y,X,y,X
CONFIG_NET                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_CLS_ACT                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_CLS_BPF                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_CLS_U32                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_EMATCH                       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_EMATCH_U32                   ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_IPGRE_DEMUX                  ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_IPVTI                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_KEY                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_SCH_HTB                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_SCH_INGRESS                  ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NET_SCHED                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETDEVICES                       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_BPF           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_COMMENT       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_CONNLIMIT     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_CONNMARK      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_CONNTRACK     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_HASHLIMIT     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_HELPER        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_IPRANGE       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_LENGTH        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_LIMIT         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_MAC           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_MARK          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_OWNER         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_PKTTYPE       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_POLICY        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_QTAGUID       ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_NETFILTER_XT_MATCH_QUOTA         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_QUOTA2        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_SOCKET        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_STATE         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_STATISTIC     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_STRING        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_TIME          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_MATCH_U32           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_CLASSIFY     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_CONNMARK     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_CONNSECMARK  ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_CT           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_IDLETIMER    ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_MARK         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_NFLOG        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_NFQUEUE      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_SECMARK      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_TCPMSS       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_TPROXY       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETFILTER_XT_TARGET_TRACE        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NETWORK_FILESYSTEMS,COMMON,linger.lee,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_NEW_LEDS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK                     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_AMANDA              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_EVENTS              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_FTP                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_H323                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_IPV4                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_IPV6                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_IRC                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_NETBIOS_NS          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_PPTP                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_SANE                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_SECMARK             ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CONNTRACK_TFTP                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CT_NETLINK                    ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CT_PROTO_DCCP                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CT_PROTO_SCTP                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_CT_PROTO_UDPLITE              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_NAT                           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_SOCKET_IPV4                   ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NF_SOCKET_IPV6                   ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NFC,COMMON,qiuhuan.zhao,we use CONFIG_MTK_NFC_SUPPORT,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_NFC_CHIP_SUPPORT,PROJECT,ilex.lin,,,,,,,,,,,,,,
CONFIG_NFC_MT6605,PROJECT,thomas-ch.chen,,,,,,,,,,,,,,
CONFIG_NFS_FS                           ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_NFSD                             ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_NL80211_TESTMODE,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NLS_ASCII,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NLS_CODEPAGE_437,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NLS_CODEPAGE_950,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NLS_ISO8859_1,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NLS_UTF8,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NO_HZ                            ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NONLINEAR_FREQ_CTL,PROJECT,Yun.Hsiang,,X,X,X,X,X,X,X,X,X,X,y,X,X
CONFIG_NOP_USB_XCEIV,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_NR_CPUS,PLATFORM,Frank.Lin,,8,X,8,8,8,8,8,8,8,8,8,8,8
CONFIG_ONEKEY_REBOOT_NORMAL_MODE,PROJECT,Elvin.Lin,,,,,,,,,,,,,,
CONFIG_ONEKEY_REBOOT_OTHER_MODE,PROJECT,Elvin.Lin,,,,,,,,,,,,,,
CONFIG_OPROFILE,COMMON,ian-y.chen,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_OVERLAY_FS,PROJECT,,,,,,,,,,,,,,,
CONFIG_PACKET                           ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PAGE_OWNER,USER,james.hsu,,X,X,N,N,N,N,N,N,N,N,N,N,N
CONFIG_PAGE_OWNER_SLIM,USER,james.hsu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_PANIC_ON_OOPS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PANIC_TIMEOUT,USER,my.chuang,,1,1,1,1,1,1,1,1,1,1,1,1,1
CONFIG_PHY_MTK_SSUSB,PLATFORM,arvin.wang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_PHY_MTK_USB,PROJECT,chihhao.chen,,,,,,,,,,,,,,
CONFIG_PHYS_OFFSET,PLATFORM,miles.chen,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_PM_AUTOSLEEP,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PM_AUTOSLEEP                     ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_PM_DEBUG,PLATFORM,albert-zl.huang,Power Management Debug Support,X,X,y,X,X,X,X,y,y,y,y,y,y
CONFIG_PM_DEVFREQ,PLATFORM,Howard.Hsu,DVFS related options,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PM_WAKELOCKS                     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_POSIX_TIMERS                     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_POWER_RESET,PLATFORM,,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_POWER_SUPPLY,PLATFORM,,,X,y,X,y,X,y,X,y,X,y,X,y,X
CONFIG_PPP,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_ASYNC,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_BSDCOMP,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_BSDCOMP                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_DEFLATE,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_DEFLATE                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_FILTER,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_MPPE,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_MPPE                         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_MULTILINK,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPP_SYNC_TTY,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPPOE,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPPOL2TP                         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPPOLAC,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPPOPNS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PPTP                             ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PREEMPT,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PREEMPT                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PRINTK_TIME,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PROC_FS                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PROCESS_RECLAIM,PROJECT,chinwen.chang,,X,X,X,X,X,X,X,X,X,O,O,X,X
CONFIG_PROFILING                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PROJECT_PHY,PROJECT,yu-chang.wang,,X,X,O,y,y,X,X,O,O,O,O,O,O
CONFIG_PROVE_LOCKING,USER;PROJECT,kobe-cp.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_PSTORE,COMMON,ji.zhang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PSTORE_CONSOLE,COMMON,ji.zhang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PSTORE_CONSOLE_SIZE,PLATFORM,ji.zhang,,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000,0x40000
CONFIG_PSTORE_MEM_ADDR,PLATFORM,ji.zhang,,0x54410000,0x44410000,0x4D010000,0x54410000,0x54410000,0x4D010000,0x4D010000,0x4D010000,0x4D010000,0x4D010000,0x4D010000,0x4D010000,0x4D010000
CONFIG_PSTORE_MEM_SIZE,COMMON,ji.zhang,,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000,0xe0000
CONFIG_PSTORE_PMSG,COMMON,ji.zhang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PSTORE_PMSG_SIZE,COMMON,ji.zhang,,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000
CONFIG_PSTORE_RAM,COMMON,ji.zhang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_PWM,PLATFORM,,,N,N,N,N,N,N,N,N,N,y,y,N,N
CONFIG_PWM_MTK_DISP,PLATFORM,ycw.wu,,N,N,N,N,N,N,N,N,N,y,y,N,N
CONFIG_QFMT_V2,COMMON,Light.Hsieh,"File System, in Android O should be y",y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_QFMT_V2                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_QUOTA,COMMON,Light.Hsieh,"File System, in Android O should be y",y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_QUOTA                            ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_QUOTA_NETLINK_INTERFACE,COMMON,Light.Hsieh,File System default enable in Android O,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_QUOTACTL                         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_RANDOMIZE_BASE,PROJECT,,,y,n,y,n,y,n,y,n,y,n,y,n,y
CONFIG_RAWFS_FS,PROJECT,perry.hsu,,,,,,,,,,,,,,
CONFIG_RCU_CPU_STALL_TIMEOUT,PROJECT,miles.lin,Need to enable or modify this option according to https://github.com/google/syzkaller/blob/master/docs/linux/kernel_configs.md,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_RCU_FANOUT,PLATFORM,,,32,X,32,X,32,X,32,X,32,X,32,X,32
CONFIG_RCU_TRACE,USER,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_RD_BZIP2,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_RD_LZ4,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_RD_LZMA,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_RD_LZO,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_RD_XZ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_REFCOUNT_FULL,PROJECT,miles.lin,Need to enable or modify this option according to https://github.com/google/syzkaller/blob/master/docs/linux/kernel_configs.md,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_REG_MONITOR_DRIVER,PLATFORM,argus.lin,,,N,,N,,N,,N,,N,,N,
CONFIG_REGULATOR,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_REGULATOR_ISL91302A,PLATFORM,jeter.chen,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_REGULATOR_MT6315,PLATFORM,wen.su,,X,X,X,X,X,X,X,X,X,y,y,X,X
CONFIG_REGULATOR_MT6358,PLATFORM,wen.su,,X,X,X,X,X,y,y,X,X,X,X,X,X
CONFIG_REGULATOR_MT6359,PLATFORM,wen.su,,X,X,X,X,X,X,X,y,y,y,y,y,y
CONFIG_REGULATOR_MT6359P,PLATFORM,jeter.chen,,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_REGULATOR_MT6691,PLATFORM,jeter.chen,,X,X,X,X,X,X,X,X,X,y,y,X,X
CONFIG_REGULATOR_MTK,PROJECT,vend_jeff_chang001,new config in this commit 96c0c6f571fd090208bc172e912776bfd41a9945,,,,,,,,,,,,,
CONFIG_REGULATOR_RT5738,PROJECT,vend_jeff_chang001,new config in this commit b51f08961a7debca7a9c080790906cbae194e9af,,,,,,,,,,,,,
CONFIG_RESOURCE_COUNTERS,PROJECT,Chinwen.Chang,,,,,,,,,,,,,,
CONFIG_RPMSG_MTK,PLATFORM,ts.kuo,new config in this commit e8c8b57bd4b43e51ffc94c62f20b675c02f96399,N,N,N,N,N,N,N,N,N,y,y,y,y
CONFIG_RT_FLASHLIGHT,PROJECT,simon-tch.wang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_RT_GROUP_SCHED                   ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_RT_REGMAP,PROJECT,vend_jeff_chang001,new config at this commit ebc855c95fb2bdff04b66d63675dbac9387577a8,,,,,,,,,,,,,
CONFIG_RT5081_PMU_BLED,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_RT5081_PMU_CHARGER,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_RT5081_PMU_CHARGER_TYPE_DETECT,PROJECT,elvin.lin,,,,,,,,,,,,,,
CONFIG_RT5081_PMU_DSV,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_RT5081_PMU_FLED,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
